UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
127200,89,999,"R",1,"R",0
127200,90, 90,"R",1,"R",1
127200,99, 99,"R",2399,"R",1176
127389, 4,  4,"R",4,"R",4
127389, 5,  5,"R",1,"R",1
127389, 6,  6,"R",2,"R",2
127389, 8,  8,"R",163,"R",125
127389,12, 12,"R",3,"R",3
127389,15, 15,"R",2,"R",2
127389,17, 17,"R",2,"R",2
127389,18, 18,"R",1,"R",1
127389,20, 20,"R",3,"R",3
127389,22, 22,"R",1,"R",1
127389,29, 29,"R",2,"R",0
127389,31, 31,"R",2,"R",2
127389,35, 35,"R",8,"R",8
127389,36, 36,"R",1,"R",1
127389,45, 45,"R",1,"R",1
127389,47, 47,"R",1,"R",0
127389,48, 48,"R",5,"R",3
127389,49, 49,"R",3,"R",3
127389,53, 53,"R",1,"R",1
127389,56, 56,"R",2,"R",0
127389,58,999,"R",208,"R",163
127389,90, 90,"R",5,"R",3
127389,99, 99,"R",213,"R",166
127556, 2,  2,"R",4,"R",4
127556, 4,  4,"R",24,"R",24
127556, 6,  6,"R",82,"R",81
127556, 8,  8,"R",1557,"R",1310
127556,12, 12,"R",5,"R",3
127556,13, 13,"R",1,"R",0
127556,15, 15,"R",39,"R",38
127556,16, 16,"R",4,"R",4
127556,17, 17,"R",18,"R",17
127556,18, 18,"R",1,"R",1
127556,20, 20,"R",1,"R",1
127556,22, 22,"R",1,"R",1
127556,24, 24,"R",3,"R",3
127556,26, 26,"R",1,"R",1
127556,27, 27,"R",17,"R",16
127556,29, 29,"R",5,"R",5
127556,31, 31,"R",1,"R",1
127556,32, 32,"R",10,"R",10
127556,33, 33,"R",1,"R",1
127556,34, 34,"R",3,"R",3
127556,35, 35,"R",7,"R",7
127556,36, 36,"R",6,"R",5
127556,39, 39,"R",1,"R",1
127556,41, 41,"R",10,"R",10
127556,42, 42,"R",4,"R",4
127556,46, 46,"R",2,"R",2
127556,47, 47,"R",1,"R",1
127556,48, 48,"R",21,"R",19
127556,49, 49,"R",18,"R",15
127556,51, 51,"R",3,"R",3
127556,53, 53,"R",11,"R",9
127556,55, 55,"R",5,"R",5
127556,56, 56,"R",14,"R",14
127556,57, 57,"R",1,"R",1
127556,58,999,"R",1882,"R",1620
127556,60, 60,"R",1,"R",1
127556,89,999,"R",1,"R",1
127556,90, 90,"R",14,"R",1
127556,99, 99,"R",1897,"R",1622
127565, 1,  1,"R",1,"R",1
127565, 4,  4,"R",1,"R",1
127565, 6,  6,"R",7,"R",7
127565, 8,  8,"R",2472,"R",2002
127565, 9,  9,"R",1,"R",1
127565,13, 13,"R",1,"R",1
127565,15, 15,"R",3,"R",3
127565,18, 18,"R",1,"R",0
127565,20, 20,"R",1,"R",1
127565,21, 21,"R",1,"R",0
127565,26, 26,"R",39,"R",19
127565,27, 27,"R",2,"R",2
127565,32, 32,"R",2,"R",2
127565,34, 34,"R",2,"R",2
127565,35, 35,"R",5,"R",5
127565,39, 39,"R",1,"R",1
127565,41, 41,"R",1,"R",1
127565,42, 42,"R",1,"R",1
127565,44, 44,"R",1,"R",1
127565,48, 48,"R",1,"R",1
127565,49, 49,"R",1,"R",1
127565,53, 53,"R",1,"R",1
127565,58,999,"R",2546,"R",2054
127565,66, 66,"R",1,"R",1
127565,89,999,"R",1,"R",1
127565,90, 90,"R",1,"R",1
127565,99, 99,"R",2548,"R",2056
127617, 6,  6,"R",1,"R",0
127617, 8,  8,"R",183,"R",106
127617,58,999,"R",184,"R",106
127617,99, 99,"R",184,"R",106
127653, 6,  6,"R",3,"R",3
127653, 8,  8,"R",16,"R",6
127653,12, 12,"R",2,"R",0
127653,17, 17,"R",3,"R",2
127653,18, 18,"R",1,"R",1
127653,29, 29,"R",1,"R",1
127653,31, 31,"R",1,"R",1
127653,34, 34,"R",1,"R",1
127653,35, 35,"R",2,"R",2
127653,36, 36,"R",2,"R",2
127653,39, 39,"R",1,"R",1
127653,48, 48,"R",4,"R",3
127653,50, 50,"R",1,"R",0
127653,51, 51,"R",1,"R",0
127653,53, 53,"R",1,"R",0
127653,58,999,"R",40,"R",23
127653,99, 99,"R",40,"R",23
127732, 6,  6,"R",2,"R",2
127732, 8,  8,"R",378,"R",333
127732,13, 13,"R",1,"R",1
127732,16, 16,"R",1,"R",1
127732,17, 17,"R",1,"R",1
127732,18, 18,"R",2,"R",2
127732,20, 20,"R",1,"R",1
127732,26, 26,"R",2,"R",2
127732,29, 29,"R",1,"R",1
127732,31, 31,"R",5,"R",4
127732,33, 33,"R",1,"R",1
127732,35, 35,"R",1,"R",1
127732,37, 37,"R",2,"R",1
127732,40, 40,"R",2,"R",1
127732,41, 41,"R",1,"R",1
127732,46, 46,"R",6,"R",6
127732,48, 48,"R",2,"R",2
127732,49, 49,"R",1,"R",1
127732,54, 54,"R",1,"R",0
127732,55, 55,"R",1,"R",0
127732,56, 56,"R",4,"R",4
127732,57, 57,"R",8,"R",1
127732,58,999,"R",424,"R",367
127732,90, 90,"R",22,"R",5
127732,99, 99,"R",446,"R",372
127741, 1,  1,"R",2,"R",2
127741, 2,  2,"R",1,"R",1
127741, 4,  4,"R",17,"R",17
127741, 6,  6,"R",61,"R",61
127741, 8,  8,"R",1802,"R",1743
127741, 9,  9,"R",3,"R",3
127741,11, 11,"R",1,"R",1
127741,12, 12,"R",6,"R",6
127741,13, 13,"R",3,"R",2
127741,15, 15,"R",28,"R",28
127741,16, 16,"R",5,"R",5
127741,17, 17,"R",14,"R",11
127741,18, 18,"R",1,"R",1
127741,19, 19,"R",1,"R",1
127741,20, 20,"R",12,"R",11
127741,21, 21,"R",1,"R",1
127741,22, 22,"R",1,"R",1
127741,24, 24,"R",1,"R",1
127741,25, 25,"R",4,"R",4
127741,26, 26,"R",1,"R",1
127741,27, 27,"R",14,"R",14
127741,29, 29,"R",6,"R",5
127741,30, 30,"R",4,"R",3
127741,31, 31,"R",11,"R",11
127741,32, 32,"R",12,"R",12
127741,34, 34,"R",3,"R",3
127741,35, 35,"R",8,"R",8
127741,36, 36,"R",1,"R",1
127741,37, 37,"R",5,"R",5
127741,39, 39,"R",2,"R",2
127741,40, 40,"R",2,"R",2
127741,41, 41,"R",11,"R",11
127741,42, 42,"R",2,"R",2
127741,46, 46,"R",4,"R",4
127741,47, 47,"R",1,"R",1
127741,48, 48,"R",37,"R",37
127741,49, 49,"R",1,"R",1
127741,50, 50,"R",1,"R",1
127741,51, 51,"R",6,"R",6
127741,53, 53,"R",28,"R",28
127741,55, 55,"R",4,"R",3
127741,56, 56,"R",10,"R",9
127741,58,999,"R",2138,"R",2070
127741,90, 90,"R",9,"R",2
127741,99, 99,"R",2147,"R",2072
127778, 1,  1,"R",1,"R",1
127778, 4,  4,"R",2,"R",1
127778, 5,  5,"R",1,"R",1
127778, 6,  6,"R",2,"R",2
127778, 8,  8,"R",258,"R",191
127778, 9,  9,"R",1,"R",1
127778,11, 11,"R",1,"R",0
127778,12, 12,"R",2,"R",2
127778,13, 13,"R",1,"R",1
127778,17, 17,"R",1,"R",1
127778,30, 30,"R",1,"R",1
127778,31, 31,"R",2,"R",2
127778,32, 32,"R",4,"R",2
127778,35, 35,"R",14,"R",14
127778,36, 36,"R",1,"R",1
127778,40, 40,"R",4,"R",4
127778,48, 48,"R",6,"R",6
127778,49, 49,"R",3,"R",3
127778,55, 55,"R",1,"R",1
127778,56, 56,"R",2,"R",2
127778,58,999,"R",308,"R",237
127778,78, 78,"R",1,"R",1
127778,89,999,"R",1,"R",1
127778,98, 98,"R",15,"A",
127778,99, 99,"R",324,"R",238
127820, 4,  4,"R",2,"R",1
127820, 8,  8,"R",1996,"R",910
127820,12, 12,"R",3,"R",0
127820,13, 13,"R",1,"R",1
127820,17, 17,"R",2,"R",1
127820,30, 30,"R",1,"R",1
127820,31, 31,"R",1,"R",1
127820,35, 35,"R",2,"R",1
127820,42, 42,"R",1,"R",1
127820,47, 47,"R",2,"R",1
127820,48, 48,"R",4,"R",2
127820,51, 51,"R",1,"R",0
127820,53, 53,"R",1,"R",0
127820,56, 56,"R",1,"R",1
127820,58,999,"R",2018,"R",921
127820,90, 90,"R",1,"R",0
127820,99, 99,"R",2019,"R",921
127884, 2,  2,"R",1,"R",0
127884, 4,  4,"R",1,"R",0
127884, 6,  6,"R",3,"R",0
127884, 8,  8,"R",707,"R",301
127884,15, 15,"R",1,"R",0
127884,16, 16,"R",1,"R",0
127884,24, 24,"R",1,"R",0
127884,35, 35,"R",1,"R",0
127884,48, 48,"R",1,"R",1
127884,51, 51,"R",1,"R",0
127884,56, 56,"R",1,"R",0
127884,58,999,"R",719,"R",302
127884,99, 99,"R",719,"R",302
127909, 6,  6,"R",2,"R",1
127909, 8,  8,"R",1360,"R",630
127909, 9,  9,"R",2,"R",0
127909,20, 20,"R",1,"R",1
127909,26, 26,"R",1,"R",0
127909,27, 27,"R",1,"R",0
127909,29, 29,"R",1,"R",0
127909,30, 30,"R",1,"R",1
127909,36, 36,"R",1,"R",0
127909,37, 37,"R",1,"R",0
127909,40, 40,"R",1,"R",1
127909,48, 48,"R",1,"R",1
127909,49, 49,"R",1,"R",0
127909,55, 55,"R",1,"R",0
127909,58,999,"R",1375,"R",635
127909,90, 90,"R",1,"R",0
127909,99, 99,"R",1376,"R",635
128106, 1,  1,"R",1,"R",1
128106, 2,  2,"R",1,"R",0
128106, 4,  4,"R",16,"R",14
128106, 5,  5,"R",1,"R",1
128106, 6,  6,"R",37,"R",33
128106, 8,  8,"R",575,"R",497
128106, 9,  9,"R",1,"R",0
128106,12, 12,"R",5,"R",3
128106,13, 13,"R",1,"R",1
128106,15, 15,"R",3,"R",3
128106,16, 16,"R",3,"R",3
128106,17, 17,"R",7,"R",5
128106,20, 20,"R",2,"R",2
128106,27, 27,"R",6,"R",6
128106,29, 29,"R",1,"R",1
128106,30, 30,"R",2,"R",2
128106,31, 31,"R",1,"R",1
128106,32, 32,"R",3,"R",3
128106,35, 35,"R",12,"R",11
128106,36, 36,"R",1,"R",1
128106,39, 39,"R",1,"R",0
128106,40, 40,"R",2,"R",2
128106,41, 41,"R",3,"R",3
128106,46, 46,"R",1,"R",1
128106,48, 48,"R",17,"R",13
128106,49, 49,"R",2,"R",2
128106,53, 53,"R",6,"R",5
128106,55, 55,"R",2,"R",1
128106,58,999,"R",713,"R",615
128106,90, 90,"R",12,"R",8
128106,99, 99,"R",725,"R",623
128258, 4,  4,"R",1,"R",1
128258, 6,  6,"R",6,"R",6
128258, 8,  8,"R",259,"R",150
128258,12, 12,"R",1,"R",1
128258,17, 17,"R",1,"R",0
128258,22, 22,"R",1,"R",1
128258,29, 29,"R",1,"R",0
128258,30, 30,"R",2,"R",1
128258,35, 35,"R",25,"R",22
128258,39, 39,"R",1,"R",0
128258,40, 40,"R",2,"R",0
128258,42, 42,"R",1,"R",0
128258,48, 48,"R",14,"R",13
128258,49, 49,"R",3,"R",3
128258,55, 55,"R",2,"R",2
128258,56, 56,"R",2,"R",2
128258,58,999,"R",322,"R",202
128258,90, 90,"R",15,"R",2
128258,98, 98,"R",1,"A",
128258,99, 99,"R",338,"R",204
128328, 1,  1,"R",15,"R",13
128328, 2,  2,"R",8,"R",6
128328, 4,  4,"R",35,"R",23
128328, 5,  5,"R",5,"R",5
128328, 6,  6,"R",113,"R",75
128328, 8,  8,"R",75,"R",50
128328, 9,  9,"R",9,"R",8
128328,10, 10,"R",4,"R",2
128328,11, 11,"R",1,"R",0
128328,12, 12,"R",58,"R",41
128328,13, 13,"R",48,"R",37
128328,15, 15,"R",12,"R",8
128328,16, 16,"R",9,"R",7
128328,17, 17,"R",37,"R",31
128328,18, 18,"R",17,"R",15
128328,19, 19,"R",9,"R",8
128328,20, 20,"R",12,"R",8
128328,21, 21,"R",11,"R",10
128328,22, 22,"R",12,"R",9
128328,23, 23,"R",3,"R",1
128328,24, 24,"R",25,"R",18
128328,25, 25,"R",15,"R",12
128328,26, 26,"R",26,"R",16
128328,27, 27,"R",19,"R",15
128328,28, 28,"R",9,"R",6
128328,29, 29,"R",32,"R",22
128328,30, 30,"R",5,"R",5
128328,31, 31,"R",17,"R",17
128328,32, 32,"R",10,"R",7
128328,33, 33,"R",5,"R",3
128328,34, 34,"R",19,"R",14
128328,35, 35,"R",16,"R",13
128328,36, 36,"R",34,"R",21
128328,37, 37,"R",28,"R",22
128328,38, 38,"R",5,"R",3
128328,39, 39,"R",48,"R",31
128328,40, 40,"R",13,"R",8
128328,41, 41,"R",18,"R",11
128328,42, 42,"R",25,"R",17
128328,44, 44,"R",3,"R",2
128328,45, 45,"R",13,"R",10
128328,46, 46,"R",3,"R",2
128328,47, 47,"R",22,"R",18
128328,48, 48,"R",109,"R",72
128328,49, 49,"R",13,"R",12
128328,50, 50,"R",4,"R",4
128328,51, 51,"R",48,"R",41
128328,53, 53,"R",32,"R",23
128328,54, 54,"R",6,"R",2
128328,55, 55,"R",21,"R",16
128328,56, 56,"R",5,"R",4
128328,58,999,"R",1141,"R",824
128328,66, 66,"R",2,"R",1
128328,72, 72,"R",2,"R",1
128328,78, 78,"R",1,"R",1
128328,89,999,"R",5,"R",3
128328,90, 90,"R",34,"R",12
128328,99, 99,"R",1180,"R",839
128391, 1,  1,"R",1,"R",1
128391, 2,  2,"R",3,"R",3
128391, 4,  4,"R",6,"R",6
128391, 5,  5,"R",1,"R",0
128391, 6,  6,"R",22,"R",20
128391, 8,  8,"R",310,"R",278
128391, 9,  9,"R",1,"R",1
128391,13, 13,"R",1,"R",1
128391,16, 16,"R",4,"R",4
128391,17, 17,"R",5,"R",4
128391,18, 18,"R",5,"R",5
128391,19, 19,"R",1,"R",1
128391,20, 20,"R",9,"R",8
128391,23, 23,"R",1,"R",0
128391,24, 24,"R",1,"R",1
128391,25, 25,"R",3,"R",2
128391,27, 27,"R",6,"R",6
128391,29, 29,"R",3,"R",3
128391,31, 31,"R",1,"R",1
128391,32, 32,"R",3,"R",3
128391,34, 34,"R",2,"R",2
128391,35, 35,"R",8,"R",7
128391,36, 36,"R",2,"R",2
128391,38, 38,"R",1,"R",0
128391,39, 39,"R",5,"R",3
128391,40, 40,"R",2,"R",2
128391,41, 41,"R",1,"R",0
128391,42, 42,"R",1,"R",1
128391,47, 47,"R",2,"R",2
128391,48, 48,"R",17,"R",14
128391,49, 49,"R",1,"R",1
128391,53, 53,"R",7,"R",6
128391,55, 55,"R",4,"R",3
128391,56, 56,"R",5,"R",4
128391,58,999,"R",445,"R",395
128391,90, 90,"R",3,"R",3
128391,99, 99,"R",448,"R",398
128498, 6,  6,"R",1,"R",1
128498, 9,  9,"R",97,"R",81
128498,25, 25,"R",2,"R",2
128498,34, 34,"R",3,"R",3
128498,36, 36,"R",6,"R",5
128498,37, 37,"R",2,"R",2
128498,42, 42,"R",1,"R",1
128498,44, 44,"R",1,"R",1
128498,50, 50,"R",1,"R",1
128498,53, 53,"R",1,"R",0
128498,58,999,"R",115,"R",97
128498,99, 99,"R",115,"R",97
128540, 9,  9,"R",20,"R",8
128540,36, 36,"R",1,"Z",0
128540,58,999,"R",21,"R",8
128540,99, 99,"R",21,"R",8
128577, 9,  9,"R",281,"R",140
128577,25, 25,"R",32,"R",19
128577,58,999,"R",313,"R",159
128577,99, 99,"R",313,"R",159
128744, 4,  4,"R",1,"R",1
128744, 6,  6,"R",4,"R",4
128744, 8,  8,"R",2,"R",2
128744, 9,  9,"R",282,"R",269
128744,11, 11,"R",1,"R",1
128744,12, 12,"R",2,"R",2
128744,23, 23,"R",1,"R",1
128744,24, 24,"R",5,"R",4
128744,25, 25,"R",10,"R",10
128744,33, 33,"R",1,"R",1
128744,34, 34,"R",46,"R",45
128744,36, 36,"R",138,"R",137
128744,37, 37,"R",2,"R",2
128744,39, 39,"R",1,"R",0
128744,42, 42,"R",4,"R",4
128744,44, 44,"R",2,"R",2
128744,45, 45,"R",1,"R",1
128744,47, 47,"R",1,"R",1
128744,48, 48,"R",3,"R",3
128744,50, 50,"R",2,"R",2
128744,55, 55,"R",1,"R",1
128744,58,999,"R",510,"R",493
128744,90, 90,"R",40,"R",14
128744,99, 99,"R",550,"R",507
128771, 6,  6,"R",3,"R",3
128771, 9,  9,"R",1354,"R",1324
128771,12, 12,"R",3,"R",3
128771,20, 20,"R",1,"R",1
128771,23, 23,"R",1,"R",1
128771,24, 24,"R",2,"R",2
128771,25, 25,"R",9,"R",8
128771,27, 27,"R",1,"R",1
128771,33, 33,"R",3,"R",3
128771,34, 34,"R",8,"R",8
128771,36, 36,"R",14,"R",13
128771,39, 39,"R",1,"R",1
128771,41, 41,"R",1,"R",1
128771,42, 42,"R",7,"R",7
128771,44, 44,"R",3,"R",3
128771,45, 45,"R",1,"R",1
128771,51, 51,"R",1,"R",1
128771,53, 53,"R",1,"R",1
128771,58,999,"R",1414,"R",1382
128771,90, 90,"R",19,"R",12
128771,99, 99,"R",1433,"R",1394
128780, 9,  9,"R",5,"Z",0
128780,12, 12,"R",2,"Z",0
128780,13, 13,"R",2,"Z",0
128780,36, 36,"R",1,"Z",0
128780,57, 57,"R",1,"Z",0
128780,58,999,"R",11,"Z",0
128780,99, 99,"R",11,"Z",0
128902, 4,  4,"R",2,"R",2
128902, 6,  6,"R",11,"R",11
128902, 8,  8,"R",1,"R",1
128902, 9,  9,"R",75,"R",73
128902,10, 10,"R",3,"R",3
128902,11, 11,"R",2,"R",2
128902,12, 12,"R",2,"R",2
128902,17, 17,"R",17,"R",15
128902,23, 23,"R",20,"R",19
128902,24, 24,"R",9,"R",9
128902,25, 25,"R",132,"R",129
128902,27, 27,"R",3,"R",3
128902,29, 29,"R",1,"R",1
128902,33, 33,"R",15,"R",14
128902,34, 34,"R",12,"R",12
128902,36, 36,"R",45,"R",45
128902,37, 37,"R",1,"R",1
128902,39, 39,"R",2,"R",2
128902,41, 41,"R",4,"R",4
128902,42, 42,"R",15,"R",14
128902,44, 44,"R",10,"R",9
128902,45, 45,"R",1,"R",1
128902,48, 48,"R",4,"R",4
128902,49, 49,"R",3,"R",3
128902,50, 50,"R",7,"R",7
128902,51, 51,"R",3,"R",2
128902,53, 53,"R",5,"R",4
128902,55, 55,"R",1,"R",1
128902,58,999,"R",406,"R",393
128902,90, 90,"R",38,"R",30
128902,99, 99,"R",444,"R",423
129020, 1,  1,"R",3,"R",3
129020, 6,  6,"R",19,"R",17
129020, 8,  8,"R",4,"R",4
129020, 9,  9,"R",2462,"R",2404
129020,10, 10,"R",1,"R",1
129020,12, 12,"R",24,"R",23
129020,13, 13,"R",4,"R",3
129020,17, 17,"R",11,"R",9
129020,18, 18,"R",2,"R",2
129020,20, 20,"R",1,"R",1
129020,21, 21,"R",2,"R",2
129020,23, 23,"R",17,"R",16
129020,24, 24,"R",11,"R",11
129020,25, 25,"R",252,"R",248
129020,26, 26,"R",1,"R",1
129020,27, 27,"R",5,"R",5
129020,29, 29,"R",3,"R",3
129020,32, 32,"R",1,"R",1
129020,33, 33,"R",29,"R",29
129020,34, 34,"R",116,"R",114
129020,36, 36,"R",201,"R",197
129020,37, 37,"R",2,"R",1
129020,39, 39,"R",5,"R",5
129020,42, 42,"R",21,"R",20
129020,44, 44,"R",29,"R",29
129020,45, 45,"R",2,"R",2
129020,46, 46,"R",1,"R",1
129020,47, 47,"R",1,"R",1
129020,48, 48,"R",5,"R",5
129020,50, 50,"R",8,"R",8
129020,51, 51,"R",6,"R",6
129020,53, 53,"R",3,"R",3
129020,57, 57,"R",5,"R",5
129020,58,999,"R",3257,"R",3180
129020,72, 72,"R",5,"R",5
129020,89,999,"R",5,"R",5
129020,90, 90,"R",421,"R",367
129020,99, 99,"R",3683,"R",3552
129154, 9,  9,"R",294,"R",72
129154,25, 25,"R",7,"R",1
129154,33, 33,"R",2,"R",1
129154,36, 36,"R",2,"R",0
129154,58,999,"R",305,"R",74
129154,90, 90,"R",2,"R",0
129154,99, 99,"R",307,"R",74
129181, 9,  9,"R",135,"R",12
129181,23, 23,"R",2,"R",1
129181,24, 24,"R",1,"R",0
129181,25, 25,"R",40,"R",5
129181,33, 33,"R",1,"R",0
129181,34, 34,"R",3,"R",1
129181,36, 36,"R",26,"R",2
129181,42, 42,"R",2,"R",1
129181,44, 44,"R",1,"R",0
129181,50, 50,"R",5,"R",0
129181,58,999,"R",216,"R",22
129181,99, 99,"R",216,"R",22
129215, 5,  5,"R",4,"R",4
129215, 6,  6,"R",1,"R",1
129215, 9,  9,"R",812,"R",766
129215,13, 13,"R",18,"R",11
129215,16, 16,"R",1,"R",1
129215,18, 18,"R",1,"R",1
129215,23, 23,"R",1,"R",1
129215,25, 25,"R",25,"R",23
129215,29, 29,"R",2,"R",2
129215,31, 31,"R",1,"R",1
129215,33, 33,"R",1,"R",1
129215,34, 34,"R",4,"R",4
129215,36, 36,"R",10,"R",8
129215,37, 37,"R",10,"R",6
129215,42, 42,"R",1,"R",1
129215,44, 44,"R",22,"R",21
129215,45, 45,"R",1,"R",1
129215,51, 51,"R",2,"R",2
129215,55, 55,"R",3,"R",2
129215,58,999,"R",920,"R",857
129215,72, 72,"R",1,"R",0
129215,89,999,"R",1,"R",0
129215,90, 90,"R",4,"R",0
129215,99, 99,"R",925,"R",857
129242, 6,  6,"R",4,"R",4
129242, 9,  9,"R",231,"R",224
129242,12, 12,"R",6,"R",6
129242,16, 16,"R",2,"R",2
129242,17, 17,"R",2,"R",2
129242,22, 22,"R",1,"R",1
129242,23, 23,"R",10,"R",10
129242,24, 24,"R",9,"R",9
129242,25, 25,"R",199,"R",198
129242,26, 26,"R",1,"R",1
129242,27, 27,"R",2,"R",2
129242,29, 29,"R",1,"R",1
129242,33, 33,"R",8,"R",7
129242,34, 34,"R",170,"R",168
129242,36, 36,"R",238,"R",231
129242,37, 37,"R",2,"R",1
129242,42, 42,"R",33,"R",32
129242,44, 44,"R",22,"R",22
129242,48, 48,"R",3,"R",3
129242,50, 50,"R",4,"R",4
129242,51, 51,"R",2,"R",2
129242,53, 53,"R",5,"R",5
129242,58,999,"R",955,"R",935
129242,72, 72,"R",3,"R",3
129242,78, 78,"R",1,"R",1
129242,89,999,"R",4,"R",4
129242,90, 90,"R",35,"R",17
129242,99, 99,"R",994,"R",956
129349, 9,  9,"R",30,"R",16
129349,25, 25,"R",1,"R",1
129349,58,999,"R",31,"R",17
129349,99, 99,"R",31,"R",17
129367, 9,  9,"R",508,"R",202
129367,25, 25,"R",3,"R",2
129367,36, 36,"R",1,"R",1
129367,58,999,"R",512,"R",205
129367,99, 99,"R",512,"R",205
129525, 4,  4,"R",2,"R",2
129525, 6,  6,"R",13,"R",13
129525, 8,  8,"R",2,"R",2
129525, 9,  9,"R",597,"R",597
129525,10, 10,"R",5,"R",5
129525,11, 11,"R",3,"R",3
129525,12, 12,"R",11,"R",11
129525,13, 13,"R",1,"R",1
129525,15, 15,"R",1,"R",1
129525,16, 16,"R",1,"R",1
129525,17, 17,"R",6,"R",6
129525,18, 18,"R",2,"R",2
129525,20, 20,"R",2,"R",2
129525,21, 21,"R",2,"R",2
129525,22, 22,"R",1,"R",1
129525,23, 23,"R",7,"R",7
129525,24, 24,"R",19,"R",19
129525,25, 25,"R",142,"R",142
129525,26, 26,"R",4,"R",4
129525,27, 27,"R",1,"R",1
129525,32, 32,"R",1,"R",1
129525,33, 33,"R",20,"R",20
129525,34, 34,"R",121,"R",121
129525,35, 35,"R",2,"R",2
129525,36, 36,"R",239,"R",239
129525,37, 37,"R",4,"R",4
129525,38, 38,"R",1,"R",1
129525,39, 39,"R",8,"R",8
129525,41, 41,"R",1,"R",1
129525,42, 42,"R",25,"R",25
129525,44, 44,"R",19,"R",19
129525,45, 45,"R",3,"R",3
129525,47, 47,"R",1,"R",1
129525,48, 48,"R",8,"R",8
129525,50, 50,"R",9,"R",9
129525,51, 51,"R",6,"R",6
129525,55, 55,"R",1,"R",1
129525,57, 57,"R",3,"R",3
129525,58,999,"R",1294,"R",1294
129525,72, 72,"R",1,"R",1
129525,89,999,"R",1,"R",1
129525,90, 90,"R",39,"R",39
129525,99, 99,"R",1334,"R",1334
129534, 1,  1,"R",1,"R",0
129534, 6,  6,"R",3,"R",2
129534, 9,  9,"R",2,"R",1
129534,20, 20,"R",1,"R",1
129534,25, 25,"R",1,"R",0
129534,27, 27,"R",1,"R",1
129534,48, 48,"R",1,"R",0
129534,58,999,"R",10,"R",5
129534,90, 90,"R",4,"R",0
129534,99, 99,"R",14,"R",5
129543, 9,  9,"R",1069,"R",567
129543,36, 36,"R",1,"R",1
129543,58,999,"R",1070,"R",568
129543,99, 99,"R",1070,"R",568
129695, 9,  9,"R",1224,"R",819
129695,58,999,"R",1224,"R",819
129695,99, 99,"R",1224,"R",819
129729, 1,  1,"R",2,"R",2
129729, 9,  9,"R",1330,"R",935
129729,58,999,"R",1332,"R",937
129729,99, 99,"R",1332,"R",937
129756, 9,  9,"R",499,"R",380
129756,58,999,"R",499,"R",380
129756,99, 99,"R",499,"R",380
129774, 6,  6,"R",3,"R",3
129774, 9,  9,"R",78,"R",55
129774,10, 10,"R",1,"R",1
129774,12, 12,"R",1,"R",1
129774,17, 17,"R",1,"R",1
129774,20, 20,"R",1,"R",1
129774,23, 23,"R",1,"R",1
129774,24, 24,"R",1,"R",1
129774,25, 25,"R",8,"R",6
129774,26, 26,"R",1,"R",1
129774,33, 33,"R",1,"R",1
129774,34, 34,"R",8,"R",4
129774,36, 36,"R",16,"R",12
129774,37, 37,"R",1,"R",1
129774,42, 42,"R",1,"Z",0
129774,44, 44,"R",5,"R",5
129774,45, 45,"R",1,"Z",0
129774,50, 50,"R",1,"R",1
129774,51, 51,"R",1,"Z",0
129774,58,999,"R",131,"R",95
129774,90, 90,"R",3,"R",2
129774,98, 98,"R",13,"A",
129774,99, 99,"R",147,"R",97
129808, 9,  9,"R",786,"R",552
129808,44, 44,"R",1,"R",0
129808,58,999,"R",787,"R",552
129808,99, 99,"R",787,"R",552
129923, 9,  9,"R",113,"R",17
129923,25, 25,"R",1,"R",0
129923,58,999,"R",114,"R",17
129923,99, 99,"R",114,"R",17
129941, 4,  4,"R",2,"R",2
129941, 6,  6,"R",9,"R",9
129941, 9,  9,"R",588,"R",560
129941,10, 10,"R",4,"R",3
129941,11, 11,"R",2,"R",1
129941,12, 12,"R",9,"R",6
129941,13, 13,"R",3,"R",3
129941,15, 15,"R",1,"R",1
129941,17, 17,"R",1,"R",1
129941,18, 18,"R",1,"R",1
129941,21, 21,"R",1,"R",0
129941,23, 23,"R",12,"R",12
129941,24, 24,"R",19,"R",18
129941,25, 25,"R",148,"R",143
129941,27, 27,"R",1,"R",1
129941,33, 33,"R",28,"R",27
129941,34, 34,"R",182,"R",170
129941,36, 36,"R",323,"R",320
129941,37, 37,"R",1,"R",1
129941,39, 39,"R",1,"R",1
129941,42, 42,"R",40,"R",36
129941,44, 44,"R",23,"R",23
129941,45, 45,"R",1,"R",1
129941,47, 47,"R",2,"R",2
129941,48, 48,"R",4,"R",3
129941,50, 50,"R",9,"R",9
129941,51, 51,"R",3,"R",1
129941,53, 53,"R",1,"R",1
129941,55, 55,"R",2,"R",2
129941,57, 57,"R",1,"R",0
129941,58,999,"R",1422,"R",1358
129941,69, 69,"R",1,"R",1
129941,72, 72,"R",6,"R",6
129941,89,999,"R",7,"R",7
129941,90, 90,"R",20,"R",9
129941,99, 99,"R",1449,"R",1374
130004, 9,  9,"R",908,"R",627
130004,36, 36,"R",2,"R",0
130004,48, 48,"R",1,"R",1
130004,58,999,"R",911,"R",628
130004,90, 90,"R",3,"R",1
130004,99, 99,"R",914,"R",629
130040, 9,  9,"R",242,"R",164
130040,25, 25,"R",3,"R",2
130040,58,999,"R",245,"R",166
130040,99, 99,"R",245,"R",166
130110, 9,  9,"R",5,"R",4
130110,58,999,"R",5,"R",4
